State,Year,Quarter,District,Registered_Users,YearQuarter
Haryana,2020,4,Kurukshetra,242556,2020-Q4
Haryana,2020,4,Jhajjar,313144,2020-Q4
Haryana,2021,1,Yamunanagar,261709,2021-Q1
Haryana,2021,1,Sonipat,475192,2021-Q1
Haryana,2021,1,Jind,273932,2021-Q1
Haryana,2021,1,Rohtak,329147,2021-Q1
Haryana,2021,1,Faridabad,1272506,2021-Q1
Haryana,2021,1,Mahendragarh,265121,2021-Q1
Haryana,2021,1,Hisar,526528,2021-Q1
Haryana,2021,1,Karnal,402850,2021-Q1
Haryana,2021,1,Fatehabad,215301,2021-Q1
Haryana,2021,1,Palwal,335048,2021-Q1
Haryana,2021,1,Charkhi Dadri,88122,2021-Q1
Haryana,2021,1,Ambala,307153,2021-Q1
Haryana,2021,1,Rewari,453500,2021-Q1
Haryana,2021,1,Panchkula,223482,2021-Q1
Haryana,2021,1,Bhiwani,301458,2021-Q1
Haryana,2021,1,Sirsa,310911,2021-Q1
Haryana,2021,1,Mewat,284058,2021-Q1
Haryana,2021,1,Panipat,423131,2021-Q1
Haryana,2021,1,Gurugram,2262589,2021-Q1
Haryana,2021,1,Kaithal,218191,2021-Q1
Haryana,2021,1,Kurukshetra,260673,2021-Q1
Haryana,2021,1,Jhajjar,337303,2021-Q1
Haryana,2021,2,Yamunanagar,280813,2021-Q2
Haryana,2021,2,Sonipat,510058,2021-Q2
Haryana,2021,2,Jind,294468,2021-Q2
Haryana,2021,2,Rohtak,353305,2021-Q2
Haryana,2021,2,Faridabad,1360855,2021-Q2
Haryana,2021,2,Mahendragarh,285025,2021-Q2
Haryana,2021,2,Hisar,564047,2021-Q2
Haryana,2021,2,Karnal,432042,2021-Q2
Haryana,2021,2,Fatehabad,231017,2021-Q2
Haryana,2021,2,Palwal,359544,2021-Q2
Haryana,2021,2,Charkhi Dadri,94774,2021-Q2
Haryana,2021,2,Ambala,329225,2021-Q2
Haryana,2021,2,Rewari,485784,2021-Q2
Haryana,2021,2,Panchkula,239170,2021-Q2
Haryana,2021,2,Bhiwani,324156,2021-Q2
Haryana,2021,2,Sirsa,334240,2021-Q2
Haryana,2021,2,Mewat,305382,2021-Q2
Haryana,2021,2,Panipat,454218,2021-Q2
Haryana,2021,2,Gurugram,2416391,2021-Q2
Haryana,2021,2,Kaithal,234468,2021-Q2
Haryana,2021,2,Kurukshetra,279452,2021-Q2
Haryana,2021,2,Jhajjar,362160,2021-Q2
Haryana,2021,3,Yamunanagar,302286,2021-Q3
Haryana,2021,3,Sonipat,549613,2021-Q3
Haryana,2021,3,Jind,317982,2021-Q3
Haryana,2021,3,Rohtak,380370,2021-Q3
Haryana,2021,3,Faridabad,1459758,2021-Q3
Haryana,2021,3,Mahendragarh,307779,2021-Q3
Haryana,2021,3,Hisar,606513,2021-Q3
Haryana,2021,3,Karnal,464990,2021-Q3
Haryana,2021,3,Fatehabad,248955,2021-Q3
Haryana,2021,3,Palwal,387557,2021-Q3
Haryana,2021,3,Charkhi Dadri,102606,2021-Q3
Haryana,2021,3,Ambala,354017,2021-Q3
Haryana,2021,3,Rewari,522734,2021-Q3
Haryana,2021,3,Panchkula,256782,2021-Q3
Haryana,2021,3,Bhiwani,350185,2021-Q3
Haryana,2021,3,Sirsa,360856,2021-Q3
Haryana,2021,3,Mewat,329621,2021-Q3
Haryana,2021,3,Panipat,489226,2021-Q3
Haryana,2021,3,Gurugram,2589324,2021-Q3
Haryana,2021,3,Kaithal,253117,2021-Q3
Haryana,2021,3,Kurukshetra,300453,2021-Q3
Haryana,2021,3,Jhajjar,390612,2021-Q3
Haryana,2021,4,Yamunanagar,323121,2021-Q4
Haryana,2021,4,Sonipat,588700,2021-Q4
Haryana,2021,4,Jind,340969,2021-Q4
Haryana,2021,4,Rohtak,407245,2021-Q4
Haryana,2021,4,Faridabad,1559756,2021-Q4
Haryana,2021,4,Mahendragarh,330237,2021-Q4
Haryana,2021,4,Hisar,648827,2021-Q4
Haryana,2021,4,Karnal,497166,2021-Q4
Haryana,2021,4,Fatehabad,266637,2021-Q4
Haryana,2021,4,Palwal,415495,2021-Q4
Haryana,2021,4,Charkhi Dadri,110066,2021-Q4
Haryana,2021,4,Ambala,378472,2021-Q4
Haryana,2021,4,Rewari,559494,2021-Q4
Haryana,2021,4,Panchkula,274389,2021-Q4
Haryana,2021,4,Bhiwani,375910,2021-Q4
Haryana,2021,4,Sirsa,386829,2021-Q4
Haryana,2021,4,Mewat,354072,2021-Q4
Haryana,2021,4,Panipat,523678,2021-Q4
Haryana,2021,4,Gurugram,2764490,2021-Q4
Haryana,2021,4,Kaithal,271182,2021-Q4
Haryana,2021,4,Kurukshetra,320754,2021-Q4
Haryana,2021,4,Jhajjar,418950,2021-Q4
Haryana,2022,1,Yamunanagar,342886,2022-Q1
Haryana,2022,1,Sonipat,626016,2022-Q1
Haryana,2022,1,Jind,362830,2022-Q1
Haryana,2022,1,Rohtak,432623,2022-Q1
Haryana,2022,1,Faridabad,1654074,2022-Q1
Haryana,2022,1,Mahendragarh,351808,2022-Q1
Haryana,2022,1,Hisar,689980,2022-Q1
Haryana,2022,1,Karnal,527415,2022-Q1
Haryana,2022,1,Fatehabad,283380,2022-Q1
Haryana,2022,1,Palwal,441872,2022-Q1
Haryana,2022,1,Charkhi Dadri,117471,2022-Q1
Haryana,2022,1,Ambala,401530,2022-Q1
Haryana,2022,1,Rewari,595001,2022-Q1
Haryana,2022,1,Panchkula,290799,2022-Q1
Haryana,2022,1,Bhiwani,400556,2022-Q1
Haryana,2022,1,Sirsa,411238,2022-Q1
Haryana,2022,1,Mewat,377036,2022-Q1
Haryana,2022,1,Panipat,556104,2022-Q1
Haryana,2022,1,Gurugram,2929873,2022-Q1
Haryana,2022,1,Kaithal,288578,2022-Q1
Haryana,2022,1,Kurukshetra,340030,2022-Q1
Haryana,2022,1,Jhajjar,445888,2022-Q1
Haryana,2022,2,Yamunanagar,361342,2022-Q2
Haryana,2022,2,Sonipat,661278,2022-Q2
Haryana,2022,2,Jind,383193,2022-Q2
Haryana,2022,2,Rohtak,456537,2022-Q2
Haryana,2022,2,Faridabad,1743764,2022-Q2
Haryana,2022,2,Mahendragarh,371882,2022-Q2
Haryana,2022,2,Hisar,727942,2022-Q2
Haryana,2022,2,Karnal,555939,2022-Q2
Haryana,2022,2,Fatehabad,299086,2022-Q2
Haryana,2022,2,Palwal,466861,2022-Q2
Haryana,2022,2,Charkhi Dadri,124320,2022-Q2
Haryana,2022,2,Ambala,423290,2022-Q2
Haryana,2022,2,Rewari,628614,2022-Q2
Haryana,2022,2,Panchkula,306460,2022-Q2
Haryana,2022,2,Bhiwani,423595,2022-Q2
Haryana,2022,2,Sirsa,434030,2022-Q2
Haryana,2022,2,Mewat,398639,2022-Q2
Haryana,2022,2,Panipat,587006,2022-Q2
Haryana,2022,2,Gurugram,3088176,2022-Q2
Haryana,2022,2,Kaithal,304645,2022-Q2
Haryana,2022,2,Kurukshetra,358109,2022-Q2
Haryana,2022,2,Jhajjar,471357,2022-Q2
Haryana,2022,3,Yamunanagar,380160,2022-Q3
Haryana,2022,3,Sonipat,697349,2022-Q3
Haryana,2022,3,Jind,403750,2022-Q3
Haryana,2022,3,Rohtak,481082,2022-Q3
Haryana,2022,3,Faridabad,1837594,2022-Q3
Haryana,2022,3,Mahendragarh,392798,2022-Q3
Haryana,2022,3,Hisar,766206,2022-Q3
Haryana,2022,3,Karnal,584928,2022-Q3
Haryana,2022,3,Fatehabad,314613,2022-Q3
Haryana,2022,3,Palwal,492837,2022-Q3
Haryana,2022,3,Charkhi Dadri,131203,2022-Q3
Haryana,2022,3,Ambala,445403,2022-Q3
Haryana,2022,3,Rewari,663418,2022-Q3
Haryana,2022,3,Panchkula,322320,2022-Q3
Haryana,2022,3,Bhiwani,446960,2022-Q3
Haryana,2022,3,Sirsa,456583,2022-Q3
Haryana,2022,3,Mewat,421283,2022-Q3
Haryana,2022,3,Panipat,618937,2022-Q3
Haryana,2022,3,Gurugram,3251792,2022-Q3
Haryana,2022,3,Kaithal,320757,2022-Q3
Haryana,2022,3,Kurukshetra,376380,2022-Q3
Haryana,2022,3,Jhajjar,497580,2022-Q3
Haryana,2022,4,Yamunanagar,397532,2022-Q4
Haryana,2022,4,Sonipat,731324,2022-Q4
Haryana,2022,4,Jind,422244,2022-Q4
Haryana,2022,4,Rohtak,504058,2022-Q4
Haryana,2022,4,Faridabad,1930743,2022-Q4
Haryana,2022,4,Mahendragarh,411550,2022-Q4
Haryana,2022,4,Hisar,801156,2022-Q4
Haryana,2022,4,Karnal,611868,2022-Q4
Haryana,2022,4,Fatehabad,328692,2022-Q4
Haryana,2022,4,Palwal,516553,2022-Q4
Haryana,2022,4,Charkhi Dadri,137231,2022-Q4
Haryana,2022,4,Ambala,465968,2022-Q4
Haryana,2022,4,Rewari,696113,2022-Q4
Haryana,2022,4,Panchkula,337614,2022-Q4
Haryana,2022,4,Bhiwani,467763,2022-Q4
Haryana,2022,4,Sirsa,476800,2022-Q4
Haryana,2022,4,Mewat,441859,2022-Q4
Haryana,2022,4,Panipat,649292,2022-Q4
Haryana,2022,4,Gurugram,3416098,2022-Q4
Haryana,2022,4,Kaithal,335364,2022-Q4
Haryana,2022,4,Kurukshetra,393430,2022-Q4
Haryana,2022,4,Jhajjar,521692,2022-Q4
Himachal Pradesh,2018,1,Solan,50035,2018-Q1
Himachal Pradesh,2018,1,Sirmaur,15880,2018-Q1
Himachal Pradesh,2018,1,Shimla,28214,2018-Q1
Himachal Pradesh,2018,1,Bilaspur,11975,2018-Q1
Himachal Pradesh,2018,1,Hamirpur,15614,2018-Q1
Himachal Pradesh,2018,1,Una,13234,2018-Q1
Himachal Pradesh,2018,1,Kangra,39016,2018-Q1
Himachal Pradesh,2018,1,Kullu,15318,2018-Q1
Himachal Pradesh,2018,1,Mandi,26238,2018-Q1
Himachal Pradesh,2018,1,Lahul And Spiti,487,2018-Q1
Himachal Pradesh,2018,1,Chamba,8678,2018-Q1
Himachal Pradesh,2018,1,Kinnaur,2684,2018-Q1
Himachal Pradesh,2018,2,Solan,68950,2018-Q2
Himachal Pradesh,2018,2,Sirmaur,22379,2018-Q2
Himachal Pradesh,2018,2,Shimla,38590,2018-Q2
Himachal Pradesh,2018,2,Bilaspur,16531,2018-Q2
Himachal Pradesh,2018,2,Hamirpur,21374,2018-Q2
Himachal Pradesh,2018,2,Una,18691,2018-Q2
Himachal Pradesh,2018,2,Kangra,54828,2018-Q2
Himachal Pradesh,2018,2,Kullu,21077,2018-Q2
Himachal Pradesh,2018,2,Mandi,36126,2018-Q2
Himachal Pradesh,2018,2,Lahul And Spiti,633,2018-Q2
Himachal Pradesh,2018,2,Chamba,12259,2018-Q2
Himachal Pradesh,2018,2,Kinnaur,3861,2018-Q2
Himachal Pradesh,2018,3,Solan,88724,2018-Q3
Himachal Pradesh,2018,3,Sirmaur,28959,2018-Q3
Himachal Pradesh,2018,3,Shimla,49820,2018-Q3
Himachal Pradesh,2018,3,Bilaspur,21030,2018-Q3
Himachal Pradesh,2018,3,Hamirpur,27915,2018-Q3
Himachal Pradesh,2018,3,Una,24952,2018-Q3
Himachal Pradesh,2018,3,Kangra,71494,2018-Q3
Himachal Pradesh,2018,3,Kullu,26840,2018-Q3
Himachal Pradesh,2018,3,Mandi,45876,2018-Q3
Himachal Pradesh,2018,3,Lahul And Spiti,803,2018-Q3
Himachal Pradesh,2018,3,Chamba,16157,2018-Q3
Himachal Pradesh,2018,3,Kinnaur,5064,2018-Q3
Himachal Pradesh,2018,4,Solan,113278,2018-Q4
Himachal Pradesh,2018,4,Sirmaur,38194,2018-Q4
Himachal Pradesh,2018,4,Shimla,64640,2018-Q4
Himachal Pradesh,2018,4,Bilaspur,26517,2018-Q4
Himachal Pradesh,2018,4,Hamirpur,35979,2018-Q4
Himachal Pradesh,2018,4,Una,32451,2018-Q4
Himachal Pradesh,2018,4,Kangra,92887,2018-Q4
Himachal Pradesh,2018,4,Kullu,34719,2018-Q4
Himachal Pradesh,2018,4,Mandi,58526,2018-Q4
Himachal Pradesh,2018,4,Lahul And Spiti,1078,2018-Q4
Himachal Pradesh,2018,4,Chamba,21538,2018-Q4
Himachal Pradesh,2018,4,Kinnaur,6536,2018-Q4
Himachal Pradesh,2019,1,Solan,139300,2019-Q1
Himachal Pradesh,2019,1,Sirmaur,47638,2019-Q1
Himachal Pradesh,2019,1,Shimla,80651,2019-Q1
Himachal Pradesh,2019,1,Bilaspur,32537,2019-Q1
Himachal Pradesh,2019,1,Hamirpur,44206,2019-Q1
Himachal Pradesh,2019,1,Una,40315,2019-Q1
Himachal Pradesh,2019,1,Kangra,115120,2019-Q1
Himachal Pradesh,2019,1,Kullu,43436,2019-Q1
Himachal Pradesh,2019,1,Mandi,72963,2019-Q1
Himachal Pradesh,2019,1,Lahul And Spiti,1307,2019-Q1
Himachal Pradesh,2019,1,Chamba,27481,2019-Q1
Himachal Pradesh,2019,1,Kinnaur,8251,2019-Q1
Himachal Pradesh,2019,2,Solan,159989,2019-Q2
Himachal Pradesh,2019,2,Sirmaur,55409,2019-Q2
Himachal Pradesh,2019,2,Shimla,96928,2019-Q2
Himachal Pradesh,2019,2,Bilaspur,38131,2019-Q2
Himachal Pradesh,2019,2,Hamirpur,51669,2019-Q2
Himachal Pradesh,2019,2,Una,47644,2019-Q2
Himachal Pradesh,2019,2,Kangra,139517,2019-Q2
Himachal Pradesh,2019,2,Kullu,51977,2019-Q2
Himachal Pradesh,2019,2,Mandi,86701,2019-Q2
Himachal Pradesh,2019,2,Lahul And Spiti,1490,2019-Q2
Himachal Pradesh,2019,2,Chamba,33377,2019-Q2
Himachal Pradesh,2019,2,Kinnaur,9771,2019-Q2
Himachal Pradesh,2019,3,Solan,178922,2019-Q3
Himachal Pradesh,2019,3,Sirmaur,62048,2019-Q3
Himachal Pradesh,2019,3,Shimla,110575,2019-Q3
Himachal Pradesh,2019,3,Bilaspur,43115,2019-Q3
Himachal Pradesh,2019,3,Hamirpur,58950,2019-Q3
Himachal Pradesh,2019,3,Una,54164,2019-Q3
Himachal Pradesh,2019,3,Kangra,160161,2019-Q3
Himachal Pradesh,2019,3,Kullu,59192,2019-Q3
Himachal Pradesh,2019,3,Mandi,98589,2019-Q3
Himachal Pradesh,2019,3,Lahul And Spiti,1617,2019-Q3
Himachal Pradesh,2019,3,Chamba,37974,2019-Q3
Himachal Pradesh,2019,3,Kinnaur,10877,2019-Q3
Himachal Pradesh,2019,4,Solan,198962,2019-Q4
Himachal Pradesh,2019,4,Sirmaur,69583,2019-Q4
Himachal Pradesh,2019,4,Shimla,124960,2019-Q4
Himachal Pradesh,2019,4,Bilaspur,48453,2019-Q4
Himachal Pradesh,2019,4,Hamirpur,66179,2019-Q4
Himachal Pradesh,2019,4,Una,61055,2019-Q4
Himachal Pradesh,2019,4,Kangra,181133,2019-Q4
Himachal Pradesh,2019,4,Kullu,66640,2019-Q4
Himachal Pradesh,2019,4,Mandi,111017,2019-Q4
Himachal Pradesh,2019,4,Lahul And Spiti,1938,2019-Q4
Himachal Pradesh,2019,4,Chamba,43715,2019-Q4
Himachal Pradesh,2019,4,Kinnaur,12310,2019-Q4
Himachal Pradesh,2020,1,Solan,220293,2020-Q1
Himachal Pradesh,2020,1,Sirmaur,77972,2020-Q1
Himachal Pradesh,2020,1,Shimla,139890,2020-Q1
Himachal Pradesh,2020,1,Bilaspur,54024,2020-Q1
Himachal Pradesh,2020,1,Hamirpur,73945,2020-Q1
Himachal Pradesh,2020,1,Una,68564,2020-Q1
Himachal Pradesh,2020,1,Kangra,205367,2020-Q1
Himachal Pradesh,2020,1,Kullu,74668,2020-Q1
Himachal Pradesh,2020,1,Mandi,124971,2020-Q1
Himachal Pradesh,2020,1,Lahul And Spiti,2252,2020-Q1
Himachal Pradesh,2020,1,Chamba,50169,2020-Q1
Himachal Pradesh,2020,1,Kinnaur,13910,2020-Q1
Himachal Pradesh,2020,2,Solan,243732,2020-Q2
Himachal Pradesh,2020,2,Sirmaur,88117,2020-Q2
Himachal Pradesh,2020,2,Shimla,156539,2020-Q2
Himachal Pradesh,2020,2,Bilaspur,61050,2020-Q2
Himachal Pradesh,2020,2,Hamirpur,84216,2020-Q2
Himachal Pradesh,2020,2,Una,78363,2020-Q2
Himachal Pradesh,2020,2,Kangra,235773,2020-Q2
Himachal Pradesh,2020,2,Kullu,82616,2020-Q2
Himachal Pradesh,2020,2,Mandi,142668,2020-Q2
Himachal Pradesh,2020,2,Lahul And Spiti,2608,2020-Q2
Himachal Pradesh,2020,2,Chamba,58362,2020-Q2
Himachal Pradesh,2020,2,Kinnaur,15823,2020-Q2
Himachal Pradesh,2020,3,Solan,265701,2020-Q3
Himachal Pradesh,2020,3,Sirmaur,97464,2020-Q3
Himachal Pradesh,2020,3,Shimla,172418,2020-Q3
Himachal Pradesh,2020,3,Bilaspur,67233,2020-Q3
Himachal Pradesh,2020,3,Hamirpur,93465,2020-Q3
Himachal Pradesh,2020,3,Una,86177,2020-Q3
Himachal Pradesh,2020,3,Kangra,261293,2020-Q3
Himachal Pradesh,2020,3,Kullu,90699,2020-Q3
Himachal Pradesh,2020,3,Mandi,158237,2020-Q3
Himachal Pradesh,2020,3,Lahul And Spiti,3008,2020-Q3
Himachal Pradesh,2020,3,Chamba,65214,2020-Q3
Himachal Pradesh,2020,3,Kinnaur,17725,2020-Q3
Himachal Pradesh,2020,4,Solan,289889,2020-Q4
Himachal Pradesh,2020,4,Sirmaur,107144,2020-Q4
Himachal Pradesh,2020,4,Shimla,189005,2020-Q4
Himachal Pradesh,2020,4,Bilaspur,73296,2020-Q4
Himachal Pradesh,2020,4,Hamirpur,101825,2020-Q4
Himachal Pradesh,2020,4,Una,93778,2020-Q4
Himachal Pradesh,2020,4,Kangra,285210,2020-Q4
Himachal Pradesh,2020,4,Kullu,99814,2020-Q4
Himachal Pradesh,2020,4,Mandi,173403,2020-Q4
Himachal Pradesh,2020,4,Lahul And Spiti,3611,2020-Q4
Himachal Pradesh,2020,4,Chamba,72124,2020-Q4
Himachal Pradesh,2020,4,Kinnaur,19667,2020-Q4
Himachal Pradesh,2021,1,Solan,312360,2021-Q1
Himachal Pradesh,2021,1,Sirmaur,115705,2021-Q1
Himachal Pradesh,2021,1,Shimla,202911,2021-Q1
Himachal Pradesh,2021,1,Bilaspur,78663,2021-Q1
Himachal Pradesh,2021,1,Hamirpur,109372,2021-Q1
Himachal Pradesh,2021,1,Una,100832,2021-Q1
Himachal Pradesh,2021,1,Kangra,306531,2021-Q1
Himachal Pradesh,2021,1,Kullu,107536,2021-Q1
Himachal Pradesh,2021,1,Mandi,186340,2021-Q1
Himachal Pradesh,2021,1,Lahul And Spiti,3938,2021-Q1
Himachal Pradesh,2021,1,Chamba,77599,2021-Q1
Himachal Pradesh,2021,1,Kinnaur,21164,2021-Q1
Himachal Pradesh,2021,2,Solan,334716,2021-Q2
Himachal Pradesh,2021,2,Sirmaur,124764,2021-Q2
Himachal Pradesh,2021,2,Shimla,218068,2021-Q2
Himachal Pradesh,2021,2,Bilaspur,84508,2021-Q2
Himachal Pradesh,2021,2,Hamirpur,117381,2021-Q2
Himachal Pradesh,2021,2,Una,108338,2021-Q2
Himachal Pradesh,2021,2,Kangra,329232,2021-Q2
Himachal Pradesh,2021,2,Kullu,115278,2021-Q2
Himachal Pradesh,2021,2,Mandi,200277,2021-Q2
Himachal Pradesh,2021,2,Lahul And Spiti,4254,2021-Q2
Himachal Pradesh,2021,2,Chamba,83542,2021-Q2
Himachal Pradesh,2021,2,Kinnaur,22793,2021-Q2
Himachal Pradesh,2021,3,Solan,360324,2021-Q3
Himachal Pradesh,2021,3,Sirmaur,134870,2021-Q3
Himachal Pradesh,2021,3,Shimla,235163,2021-Q3
Himachal Pradesh,2021,3,Bilaspur,91291,2021-Q3
Himachal Pradesh,2021,3,Hamirpur,126753,2021-Q3
Himachal Pradesh,2021,3,Una,116973,2021-Q3
Himachal Pradesh,2021,3,Kangra,355274,2021-Q3
Himachal Pradesh,2021,3,Kullu,124078,2021-Q3
Himachal Pradesh,2021,3,Mandi,216188,2021-Q3
Himachal Pradesh,2021,3,Lahul And Spiti,4660,2021-Q3
Himachal Pradesh,2021,3,Chamba,90344,2021-Q3
Himachal Pradesh,2021,3,Kinnaur,24708,2021-Q3
Himachal Pradesh,2021,4,Solan,385901,2021-Q4
Himachal Pradesh,2021,4,Sirmaur,144716,2021-Q4
Himachal Pradesh,2021,4,Shimla,251745,2021-Q4
Himachal Pradesh,2021,4,Bilaspur,97687,2021-Q4
Himachal Pradesh,2021,4,Hamirpur,135670,2021-Q4
Himachal Pradesh,2021,4,Una,125192,2021-Q4
Himachal Pradesh,2021,4,Kangra,380492,2021-Q4
Himachal Pradesh,2021,4,Kullu,132702,2021-Q4
Himachal Pradesh,2021,4,Mandi,231360,2021-Q4
Himachal Pradesh,2021,4,Lahul And Spiti,5052,2021-Q4
Himachal Pradesh,2021,4,Chamba,96745,2021-Q4
Himachal Pradesh,2021,4,Kinnaur,26485,2021-Q4
Himachal Pradesh,2022,1,Solan,410487,2022-Q1
Himachal Pradesh,2022,1,Sirmaur,154267,2022-Q1
Himachal Pradesh,2022,1,Shimla,267642,2022-Q1
Himachal Pradesh,2022,1,Bilaspur,104121,2022-Q1
Himachal Pradesh,2022,1,Hamirpur,144434,2022-Q1
Himachal Pradesh,2022,1,Una,133249,2022-Q1
Himachal Pradesh,2022,1,Kangra,405048,2022-Q1
Himachal Pradesh,2022,1,Kullu,141024,2022-Q1
Himachal Pradesh,2022,1,Mandi,246307,2022-Q1
Himachal Pradesh,2022,1,Lahul And Spiti,5365,2022-Q1
Himachal Pradesh,2022,1,Chamba,103270,2022-Q1
Himachal Pradesh,2022,1,Kinnaur,28269,2022-Q1
Himachal Pradesh,2022,2,Solan,433753,2022-Q2
Himachal Pradesh,2022,2,Sirmaur,163150,2022-Q2
Himachal Pradesh,2022,2,Shimla,282560,2022-Q2
Himachal Pradesh,2022,2,Bilaspur,110019,2022-Q2
Himachal Pradesh,2022,2,Hamirpur,152759,2022-Q2
Himachal Pradesh,2022,2,Una,140791,2022-Q2
Himachal Pradesh,2022,2,Kangra,427676,2022-Q2
Himachal Pradesh,2022,2,Kullu,148844,2022-Q2
Himachal Pradesh,2022,2,Mandi,260233,2022-Q2
Himachal Pradesh,2022,2,Lahul And Spiti,5657,2022-Q2
Himachal Pradesh,2022,2,Chamba,109087,2022-Q2
Himachal Pradesh,2022,2,Kinnaur,29878,2022-Q2
Himachal Pradesh,2022,3,Solan,457393,2022-Q3
Himachal Pradesh,2022,3,Sirmaur,171743,2022-Q3
Himachal Pradesh,2022,3,Shimla,296508,2022-Q3
Himachal Pradesh,2022,3,Bilaspur,115654,2022-Q3
Himachal Pradesh,2022,3,Hamirpur,160759,2022-Q3
Himachal Pradesh,2022,3,Una,148148,2022-Q3
Himachal Pradesh,2022,3,Kangra,449619,2022-Q3
Himachal Pradesh,2022,3,Kullu,156387,2022-Q3
Himachal Pradesh,2022,3,Mandi,273475,2022-Q3
Himachal Pradesh,2022,3,Lahul And Spiti,5900,2022-Q3
Himachal Pradesh,2022,3,Chamba,114576,2022-Q3
Himachal Pradesh,2022,3,Kinnaur,31414,2022-Q3
Himachal Pradesh,2022,4,Solan,479537,2022-Q4
Himachal Pradesh,2022,4,Sirmaur,179223,2022-Q4
Himachal Pradesh,2022,4,Shimla,308448,2022-Q4
Himachal Pradesh,2022,4,Bilaspur,120345,2022-Q4
Himachal Pradesh,2022,4,Hamirpur,167686,2022-Q4
Himachal Pradesh,2022,4,Una,154314,2022-Q4
Himachal Pradesh,2022,4,Kangra,468410,2022-Q4
Himachal Pradesh,2022,4,Kullu,162922,2022-Q4
Himachal Pradesh,2022,4,Mandi,284425,2022-Q4
Himachal Pradesh,2022,4,Lahul And Spiti,6057,2022-Q4
Himachal Pradesh,2022,4,Chamba,118985,2022-Q4
Himachal Pradesh,2022,4,Kinnaur,32724,2022-Q4
Jammu & Kashmir,2018,1,Muzaffarabad,41,2018-Q1
Jammu & Kashmir,2018,1,Doda,2648,2018-Q1
Jammu & Kashmir,2018,1,Samba,6534,2018-Q1
Jammu & Kashmir,2018,1,Mirpur,544,2018-Q1
Jammu & Kashmir,2018,1,Srinagar,18233,2018-Q1
Jammu & Kashmir,2018,1,Baramulla,16299,2018-Q1
Jammu & Kashmir,2018,1,Jammu,45294,2018-Q1
Jammu & Kashmir,2018,1,Ganderbal,4117,2018-Q1
Jammu & Kashmir,2018,1,Udhampur,8457,2018-Q1
Jammu & Kashmir,2018,1,Bandipore,4609,2018-Q1
Jammu & Kashmir,2018,1,Reasi,3583,2018-Q1
Jammu & Kashmir,2018,1,Shopian,2537,2018-Q1
Jammu & Kashmir,2018,1,Poonch,2539,2018-Q1
Jammu & Kashmir,2018,1,Kathua,8039,2018-Q1
Jammu & Kashmir,2018,1,Kishtwar,1298,2018-Q1
Jammu & Kashmir,2018,1,Pulwama,8441,2018-Q1
Jammu & Kashmir,2018,1,Ramban,1876,2018-Q1
Jammu & Kashmir,2018,1,Rajouri,5232,2018-Q1
Jammu & Kashmir,2018,1,Kulgam,5700,2018-Q1
Jammu & Kashmir,2018,1,Budgam,11594,2018-Q1
Jammu & Kashmir,2018,1,Anantnag,11556,2018-Q1
Jammu & Kashmir,2018,1,Kupwara,7254,2018-Q1
Jammu & Kashmir,2018,2,Muzaffarabad,57,2018-Q2
Jammu & Kashmir,2018,2,Doda,4031,2018-Q2
Jammu & Kashmir,2018,2,Samba,9601,2018-Q2
Jammu & Kashmir,2018,2,Mirpur,795,2018-Q2
Jammu & Kashmir,2018,2,Srinagar,27035,2018-Q2
Jammu & Kashmir,2018,2,Baramulla,25870,2018-Q2
Jammu & Kashmir,2018,2,Jammu,64681,2018-Q2
Jammu & Kashmir,2018,2,Ganderbal,6212,2018-Q2
Jammu & Kashmir,2018,2,Udhampur,12195,2018-Q2
Jammu & Kashmir,2018,2,Bandipore,7527,2018-Q2
Jammu & Kashmir,2018,2,Reasi,5168,2018-Q2
Jammu & Kashmir,2018,2,Shopian,3522,2018-Q2
Jammu & Kashmir,2018,2,Poonch,4152,2018-Q2
Jammu & Kashmir,2018,2,Kathua,11778,2018-Q2
Jammu & Kashmir,2018,2,Kishtwar,2006,2018-Q2
Jammu & Kashmir,2018,2,Pulwama,12218,2018-Q2
Jammu & Kashmir,2018,2,Ramban,2925,2018-Q2
Jammu & Kashmir,2018,2,Rajouri,8035,2018-Q2
Jammu & Kashmir,2018,2,Kulgam,8137,2018-Q2
Jammu & Kashmir,2018,2,Budgam,17809,2018-Q2
Jammu & Kashmir,2018,2,Anantnag,16373,2018-Q2
Jammu & Kashmir,2018,2,Kupwara,11482,2018-Q2
Jammu & Kashmir,2018,3,Muzaffarabad,89,2018-Q3
Jammu & Kashmir,2018,3,Doda,5618,2018-Q3
Jammu & Kashmir,2018,3,Samba,13304,2018-Q3
Jammu & Kashmir,2018,3,Mirpur,1133,2018-Q3
Jammu & Kashmir,2018,3,Srinagar,35583,2018-Q3
Jammu & Kashmir,2018,3,Baramulla,31069,2018-Q3
Jammu & Kashmir,2018,3,Jammu,86877,2018-Q3
Jammu & Kashmir,2018,3,Ganderbal,7627,2018-Q3
Jammu & Kashmir,2018,3,Udhampur,16058,2018-Q3
Jammu & Kashmir,2018,3,Bandipore,8792,2018-Q3
Jammu & Kashmir,2018,3,Reasi,7010,2018-Q3
Jammu & Kashmir,2018,3,Shopian,4698,2018-Q3
Jammu & Kashmir,2018,3,Poonch,6243,2018-Q3
Jammu & Kashmir,2018,3,Kathua,15849,2018-Q3
Jammu & Kashmir,2018,3,Kishtwar,2822,2018-Q3
