State,Year,Quarter,District,Registered_Users,YearQuarter
Himachal Pradesh,2022,3,Kullu,156387,2022-Q3
Himachal Pradesh,2022,3,Una,148148,2022-Q3
Himachal Pradesh,2022,3,Bilaspur,115654,2022-Q3
Himachal Pradesh,2022,3,Chamba,114576,2022-Q3
Himachal Pradesh,2022,4,Solan,479537,2022-Q4
Himachal Pradesh,2022,4,Kangra,468410,2022-Q4
Himachal Pradesh,2022,4,Shimla,308448,2022-Q4
Himachal Pradesh,2022,4,Mandi,284425,2022-Q4
Himachal Pradesh,2022,4,Sirmaur,179223,2022-Q4
Himachal Pradesh,2022,4,Hamirpur,167686,2022-Q4
Himachal Pradesh,2022,4,Kullu,162922,2022-Q4
Himachal Pradesh,2022,4,Una,154314,2022-Q4
Himachal Pradesh,2022,4,Bilaspur,120345,2022-Q4
Himachal Pradesh,2022,4,Chamba,118985,2022-Q4
Jammu & Kashmir,2018,1,Jammu,45294,2018-Q1
Jammu & Kashmir,2018,1,Srinagar,18233,2018-Q1
Jammu & Kashmir,2018,1,Baramulla,16299,2018-Q1
Jammu & Kashmir,2018,1,Budgam,11594,2018-Q1
Jammu & Kashmir,2018,1,Anantnag,11556,2018-Q1
Jammu & Kashmir,2018,1,Udhampur,8457,2018-Q1
Jammu & Kashmir,2018,1,Pulwama,8441,2018-Q1
Jammu & Kashmir,2018,1,Kathua,8039,2018-Q1
Jammu & Kashmir,2018,1,Kupwara,7254,2018-Q1
Jammu & Kashmir,2018,1,Samba,6534,2018-Q1
Jammu & Kashmir,2018,2,Jammu,64681,2018-Q2
Jammu & Kashmir,2018,2,Srinagar,27035,2018-Q2
Jammu & Kashmir,2018,2,Baramulla,25870,2018-Q2
Jammu & Kashmir,2018,2,Budgam,17809,2018-Q2
Jammu & Kashmir,2018,2,Anantnag,16373,2018-Q2
Jammu & Kashmir,2018,2,Pulwama,12218,2018-Q2
Jammu & Kashmir,2018,2,Udhampur,12195,2018-Q2
Jammu & Kashmir,2018,2,Kathua,11778,2018-Q2
Jammu & Kashmir,2018,2,Kupwara,11482,2018-Q2
Jammu & Kashmir,2018,2,Samba,9601,2018-Q2
Jammu & Kashmir,2018,3,Jammu,86877,2018-Q3
Jammu & Kashmir,2018,3,Srinagar,35583,2018-Q3
Jammu & Kashmir,2018,3,Baramulla,31069,2018-Q3
Jammu & Kashmir,2018,3,Budgam,22301,2018-Q3
Jammu & Kashmir,2018,3,Anantnag,20234,2018-Q3
Jammu & Kashmir,2018,3,Udhampur,16058,2018-Q3
Jammu & Kashmir,2018,3,Kathua,15849,2018-Q3
Jammu & Kashmir,2018,3,Kupwara,15754,2018-Q3
Jammu & Kashmir,2018,3,Pulwama,15427,2018-Q3
Jammu & Kashmir,2018,3,Samba,13304,2018-Q3
Jammu & Kashmir,2018,4,Jammu,113005,2018-Q4
Jammu & Kashmir,2018,4,Srinagar,44328,2018-Q4
Jammu & Kashmir,2018,4,Baramulla,37661,2018-Q4
Jammu & Kashmir,2018,4,Budgam,27710,2018-Q4
Jammu & Kashmir,2018,4,Anantnag,24448,2018-Q4
Jammu & Kashmir,2018,4,Udhampur,21123,2018-Q4
Jammu & Kashmir,2018,4,Kathua,21030,2018-Q4
Jammu & Kashmir,2018,4,Kupwara,20492,2018-Q4
Jammu & Kashmir,2018,4,Pulwama,18846,2018-Q4
Jammu & Kashmir,2018,4,Samba,17595,2018-Q4
Jammu & Kashmir,2019,1,Jammu,134408,2019-Q1
Jammu & Kashmir,2019,1,Srinagar,52762,2019-Q1
Jammu & Kashmir,2019,1,Baramulla,45150,2019-Q1
Jammu & Kashmir,2019,1,Budgam,34255,2019-Q1
Jammu & Kashmir,2019,1,Anantnag,30103,2019-Q1
Jammu & Kashmir,2019,1,Kathua,25620,2019-Q1
Jammu & Kashmir,2019,1,Kupwara,25544,2019-Q1
Jammu & Kashmir,2019,1,Udhampur,25515,2019-Q1
Jammu & Kashmir,2019,1,Pulwama,23230,2019-Q1
Jammu & Kashmir,2019,1,Samba,21495,2019-Q1
Jammu & Kashmir,2019,2,Jammu,160241,2019-Q2
Jammu & Kashmir,2019,2,Srinagar,62190,2019-Q2
Jammu & Kashmir,2019,2,Baramulla,53196,2019-Q2
Jammu & Kashmir,2019,2,Budgam,39965,2019-Q2
Jammu & Kashmir,2019,2,Anantnag,35488,2019-Q2
Jammu & Kashmir,2019,2,Kupwara,30791,2019-Q2
Jammu & Kashmir,2019,2,Kathua,30602,2019-Q2
Jammu & Kashmir,2019,2,Udhampur,29856,2019-Q2
Jammu & Kashmir,2019,2,Pulwama,27167,2019-Q2
Jammu & Kashmir,2019,2,Samba,25990,2019-Q2
Jammu & Kashmir,2019,3,Jammu,169849,2019-Q3
Jammu & Kashmir,2019,3,Srinagar,64758,2019-Q3
Jammu & Kashmir,2019,3,Baramulla,54404,2019-Q3
Jammu & Kashmir,2019,3,Budgam,41004,2019-Q3
Jammu & Kashmir,2019,3,Anantnag,36371,2019-Q3
Jammu & Kashmir,2019,3,Kupwara,32431,2019-Q3
Jammu & Kashmir,2019,3,Kathua,32213,2019-Q3
Jammu & Kashmir,2019,3,Udhampur,31297,2019-Q3
Jammu & Kashmir,2019,3,Pulwama,27963,2019-Q3
Jammu & Kashmir,2019,3,Samba,27579,2019-Q3
Jammu & Kashmir,2019,4,Jammu,174858,2019-Q4
Jammu & Kashmir,2019,4,Srinagar,65611,2019-Q4
Jammu & Kashmir,2019,4,Baramulla,55042,2019-Q4
Jammu & Kashmir,2019,4,Budgam,41377,2019-Q4
Jammu & Kashmir,2019,4,Anantnag,36725,2019-Q4
Jammu & Kashmir,2019,4,Kathua,33481,2019-Q4
Jammu & Kashmir,2019,4,Kupwara,33279,2019-Q4
Jammu & Kashmir,2019,4,Udhampur,32252,2019-Q4
Jammu & Kashmir,2019,4,Pulwama,28336,2019-Q4
Jammu & Kashmir,2019,4,Samba,28333,2019-Q4
Jammu & Kashmir,2020,1,Jammu,191031,2020-Q1
Jammu & Kashmir,2020,1,Srinagar,70755,2020-Q1
Jammu & Kashmir,2020,1,Baramulla,59123,2020-Q1
Jammu & Kashmir,2020,1,Budgam,44636,2020-Q1
Jammu & Kashmir,2020,1,Anantnag,39513,2020-Q1
Jammu & Kashmir,2020,1,Kathua,37300,2020-Q1
Jammu & Kashmir,2020,1,Kupwara,36690,2020-Q1
Jammu & Kashmir,2020,1,Udhampur,35408,2020-Q1
Jammu & Kashmir,2020,1,Samba,31570,2020-Q1
Jammu & Kashmir,2020,1,Pulwama,30796,2020-Q1
Jammu & Kashmir,2020,2,Jammu,220805,2020-Q2
Jammu & Kashmir,2020,2,Srinagar,78458,2020-Q2
Jammu & Kashmir,2020,2,Baramulla,66095,2020-Q2
Jammu & Kashmir,2020,2,Budgam,49962,2020-Q2
Jammu & Kashmir,2020,2,Kathua,44719,2020-Q2
Jammu & Kashmir,2020,2,Anantnag,44423,2020-Q2
Jammu & Kashmir,2020,2,Kupwara,41855,2020-Q2
Jammu & Kashmir,2020,2,Udhampur,41813,2020-Q2
Jammu & Kashmir,2020,2,Samba,37600,2020-Q2
Jammu & Kashmir,2020,2,Pulwama,34565,2020-Q2
Jammu & Kashmir,2020,3,Jammu,248814,2020-Q3
Jammu & Kashmir,2020,3,Srinagar,87182,2020-Q3
Jammu & Kashmir,2020,3,Baramulla,73162,2020-Q3
Jammu & Kashmir,2020,3,Budgam,55153,2020-Q3
Jammu & Kashmir,2020,3,Kathua,50914,2020-Q3
Jammu & Kashmir,2020,3,Anantnag,49443,2020-Q3
Jammu & Kashmir,2020,3,Udhampur,47399,2020-Q3
Jammu & Kashmir,2020,3,Kupwara,47288,2020-Q3
Jammu & Kashmir,2020,3,Samba,42915,2020-Q3
Jammu & Kashmir,2020,3,Pulwama,38434,2020-Q3
Jammu & Kashmir,2020,4,Jammu,282463,2020-Q4
Jammu & Kashmir,2020,4,Srinagar,98923,2020-Q4
Jammu & Kashmir,2020,4,Baramulla,83119,2020-Q4
Jammu & Kashmir,2020,4,Budgam,62364,2020-Q4
Jammu & Kashmir,2020,4,Kathua,57651,2020-Q4
Jammu & Kashmir,2020,4,Anantnag,56211,2020-Q4
Jammu & Kashmir,2020,4,Kupwara,54447,2020-Q4
Jammu & Kashmir,2020,4,Udhampur,53803,2020-Q4
Jammu & Kashmir,2020,4,Samba,48775,2020-Q4
Jammu & Kashmir,2020,4,Rajouri,43240,2020-Q4
Jammu & Kashmir,2021,1,Jammu,307670,2021-Q1
Jammu & Kashmir,2021,1,Srinagar,107147,2021-Q1
Jammu & Kashmir,2021,1,Baramulla,90607,2021-Q1
Jammu & Kashmir,2021,1,Budgam,67920,2021-Q1
Jammu & Kashmir,2021,1,Kathua,62777,2021-Q1
Jammu & Kashmir,2021,1,Anantnag,61151,2021-Q1
Jammu & Kashmir,2021,1,Kupwara,59485,2021-Q1
Jammu & Kashmir,2021,1,Udhampur,58664,2021-Q1
Jammu & Kashmir,2021,1,Samba,53123,2021-Q1
Jammu & Kashmir,2021,1,Rajouri,47092,2021-Q1
Jammu & Kashmir,2021,2,Jammu,329625,2021-Q2
Jammu & Kashmir,2021,2,Srinagar,114498,2021-Q2
Jammu & Kashmir,2021,2,Baramulla,97258,2021-Q2
Jammu & Kashmir,2021,2,Budgam,72750,2021-Q2
Jammu & Kashmir,2021,2,Kathua,67569,2021-Q2
Jammu & Kashmir,2021,2,Anantnag,65592,2021-Q2
Jammu & Kashmir,2021,2,Kupwara,63957,2021-Q2
Jammu & Kashmir,2021,2,Udhampur,63296,2021-Q2
Jammu & Kashmir,2021,2,Samba,57066,2021-Q2
Jammu & Kashmir,2021,2,Rajouri,50772,2021-Q2
Jammu & Kashmir,2021,3,Jammu,354280,2021-Q3
Jammu & Kashmir,2021,3,Srinagar,122752,2021-Q3
Jammu & Kashmir,2021,3,Baramulla,104763,2021-Q3
Jammu & Kashmir,2021,3,Budgam,78298,2021-Q3
Jammu & Kashmir,2021,3,Kathua,73280,2021-Q3
Jammu & Kashmir,2021,3,Anantnag,70633,2021-Q3
Jammu & Kashmir,2021,3,Kupwara,69102,2021-Q3
Jammu & Kashmir,2021,3,Udhampur,68452,2021-Q3
Jammu & Kashmir,2021,3,Samba,61677,2021-Q3
Jammu & Kashmir,2021,3,Rajouri,55013,2021-Q3
Jammu & Kashmir,2021,4,Jammu,378618,2021-Q4
Jammu & Kashmir,2021,4,Srinagar,130968,2021-Q4
Jammu & Kashmir,2021,4,Baramulla,112175,2021-Q4
Jammu & Kashmir,2021,4,Budgam,83726,2021-Q4
Jammu & Kashmir,2021,4,Kathua,78693,2021-Q4
Jammu & Kashmir,2021,4,Anantnag,75622,2021-Q4
Jammu & Kashmir,2021,4,Kupwara,74136,2021-Q4
Jammu & Kashmir,2021,4,Udhampur,73525,2021-Q4
Jammu & Kashmir,2021,4,Samba,66057,2021-Q4
Jammu & Kashmir,2021,4,Rajouri,59304,2021-Q4
Jammu & Kashmir,2022,1,Jammu,401675,2022-Q1
Jammu & Kashmir,2022,1,Srinagar,138727,2022-Q1
Jammu & Kashmir,2022,1,Baramulla,119475,2022-Q1
Jammu & Kashmir,2022,1,Budgam,88994,2022-Q1
Jammu & Kashmir,2022,1,Kathua,83944,2022-Q1
Jammu & Kashmir,2022,1,Anantnag,80434,2022-Q1
Jammu & Kashmir,2022,1,Kupwara,78894,2022-Q1
Jammu & Kashmir,2022,1,Udhampur,78353,2022-Q1
Jammu & Kashmir,2022,1,Samba,70288,2022-Q1
Jammu & Kashmir,2022,1,Rajouri,63232,2022-Q1
Jammu & Kashmir,2022,2,Jammu,423398,2022-Q2
Jammu & Kashmir,2022,2,Srinagar,146169,2022-Q2
Jammu & Kashmir,2022,2,Baramulla,126067,2022-Q2
Jammu & Kashmir,2022,2,Budgam,93893,2022-Q2
Jammu & Kashmir,2022,2,Kathua,88764,2022-Q2
Jammu & Kashmir,2022,2,Anantnag,84898,2022-Q2
Jammu & Kashmir,2022,2,Kupwara,83470,2022-Q2
Jammu & Kashmir,2022,2,Udhampur,82705,2022-Q2
Jammu & Kashmir,2022,2,Samba,74186,2022-Q2
Jammu & Kashmir,2022,2,Rajouri,66893,2022-Q2
Jammu & Kashmir,2022,3,Jammu,445345,2022-Q3
Jammu & Kashmir,2022,3,Srinagar,153729,2022-Q3
Jammu & Kashmir,2022,3,Baramulla,132526,2022-Q3
Jammu & Kashmir,2022,3,Budgam,98698,2022-Q3
Jammu & Kashmir,2022,3,Kathua,93084,2022-Q3
Jammu & Kashmir,2022,3,Anantnag,89184,2022-Q3
Jammu & Kashmir,2022,3,Kupwara,87867,2022-Q3
Jammu & Kashmir,2022,3,Udhampur,86915,2022-Q3
Jammu & Kashmir,2022,3,Samba,78092,2022-Q3
Jammu & Kashmir,2022,3,Rajouri,70231,2022-Q3
Jammu & Kashmir,2022,4,Jammu,465635,2022-Q4
Jammu & Kashmir,2022,4,Srinagar,160924,2022-Q4
Jammu & Kashmir,2022,4,Baramulla,138215,2022-Q4
Jammu & Kashmir,2022,4,Budgam,103056,2022-Q4
Jammu & Kashmir,2022,4,Kathua,96688,2022-Q4
Jammu & Kashmir,2022,4,Anantnag,93107,2022-Q4
Jammu & Kashmir,2022,4,Kupwara,91691,2022-Q4
Jammu & Kashmir,2022,4,Udhampur,90677,2022-Q4
Jammu & Kashmir,2022,4,Samba,81447,2022-Q4
Jammu & Kashmir,2022,4,Rajouri,72921,2022-Q4
Jharkhand,2018,1,Ranchi,159444,2018-Q1
Jharkhand,2018,1,Dhanbad,130195,2018-Q1
Jharkhand,2018,1,East Singhbhum,103016,2018-Q1
Jharkhand,2018,1,Bokaro,101673,2018-Q1
Jharkhand,2018,1,Hazaribagh,56421,2018-Q1
Jharkhand,2018,1,Giridih,45940,2018-Q1
Jharkhand,2018,1,Ramgarh,37875,2018-Q1
Jharkhand,2018,1,Deoghar,35229,2018-Q1
Jharkhand,2018,1,Palamu,31788,2018-Q1
Jharkhand,2018,1,Saraikela Kharsawan,31177,2018-Q1
Jharkhand,2018,2,Ranchi,216019,2018-Q2
Jharkhand,2018,2,Dhanbad,181348,2018-Q2
Jharkhand,2018,2,East Singhbhum,142493,2018-Q2
Jharkhand,2018,2,Bokaro,139675,2018-Q2
Jharkhand,2018,2,Hazaribagh,78856,2018-Q2
Jharkhand,2018,2,Giridih,63248,2018-Q2
Jharkhand,2018,2,Ramgarh,51846,2018-Q2
Jharkhand,2018,2,Deoghar,50575,2018-Q2
Jharkhand,2018,2,Palamu,45659,2018-Q2
Jharkhand,2018,2,Saraikela Kharsawan,43186,2018-Q2
Jharkhand,2018,3,Ranchi,265341,2018-Q3
Jharkhand,2018,3,Dhanbad,219103,2018-Q3
Jharkhand,2018,3,East Singhbhum,176668,2018-Q3
Jharkhand,2018,3,Bokaro,167183,2018-Q3
Jharkhand,2018,3,Hazaribagh,99502,2018-Q3
Jharkhand,2018,3,Giridih,80440,2018-Q3
Jharkhand,2018,3,Deoghar,63814,2018-Q3
Jharkhand,2018,3,Ramgarh,63704,2018-Q3
Jharkhand,2018,3,Palamu,59382,2018-Q3
Jharkhand,2018,3,Saraikela Kharsawan,54706,2018-Q3
Jharkhand,2018,4,Ranchi,326599,2018-Q4
Jharkhand,2018,4,Dhanbad,268439,2018-Q4
Jharkhand,2018,4,East Singhbhum,217406,2018-Q4
Jharkhand,2018,4,Bokaro,202242,2018-Q4
Jharkhand,2018,4,Hazaribagh,126167,2018-Q4
Jharkhand,2018,4,Giridih,103118,2018-Q4
Jharkhand,2018,4,Deoghar,80669,2018-Q4
Jharkhand,2018,4,Ramgarh,78772,2018-Q4
Jharkhand,2018,4,Palamu,77478,2018-Q4
Jharkhand,2018,4,Saraikela Kharsawan,68611,2018-Q4
Jharkhand,2019,1,Ranchi,386608,2019-Q1
Jharkhand,2019,1,Dhanbad,313255,2019-Q1
Jharkhand,2019,1,East Singhbhum,256344,2019-Q1
Jharkhand,2019,1,Bokaro,235969,2019-Q1
Jharkhand,2019,1,Hazaribagh,151904,2019-Q1
Jharkhand,2019,1,Giridih,123889,2019-Q1
Jharkhand,2019,1,Deoghar,97449,2019-Q1
Jharkhand,2019,1,Palamu,94917,2019-Q1
Jharkhand,2019,1,Ramgarh,93606,2019-Q1
Jharkhand,2019,1,Saraikela Kharsawan,81052,2019-Q1
Jharkhand,2019,2,Ranchi,441616,2019-Q2
Jharkhand,2019,2,Dhanbad,350861,2019-Q2
Jharkhand,2019,2,East Singhbhum,293761,2019-Q2
Jharkhand,2019,2,Bokaro,263361,2019-Q2
Jharkhand,2019,2,Hazaribagh,174278,2019-Q2
Jharkhand,2019,2,Giridih,140800,2019-Q2
Jharkhand,2019,2,Deoghar,115129,2019-Q2
Jharkhand,2019,2,Palamu,109508,2019-Q2
Jharkhand,2019,2,Ramgarh,106681,2019-Q2
Jharkhand,2019,2,Saraikela Kharsawan,91579,2019-Q2
Jharkhand,2019,3,Ranchi,495155,2019-Q3
Jharkhand,2019,3,Dhanbad,388528,2019-Q3
Jharkhand,2019,3,East Singhbhum,329319,2019-Q3
Jharkhand,2019,3,Bokaro,290252,2019-Q3
Jharkhand,2019,3,Hazaribagh,196452,2019-Q3
Jharkhand,2019,3,Giridih,155689,2019-Q3
Jharkhand,2019,3,Deoghar,132603,2019-Q3
Jharkhand,2019,3,Palamu,123609,2019-Q3
Jharkhand,2019,3,Ramgarh,119804,2019-Q3
Jharkhand,2019,3,Saraikela Kharsawan,101247,2019-Q3
Jharkhand,2019,4,Ranchi,548293,2019-Q4
Jharkhand,2019,4,Dhanbad,436201,2019-Q4
Jharkhand,2019,4,East Singhbhum,364379,2019-Q4
Jharkhand,2019,4,Bokaro,322689,2019-Q4
Jharkhand,2019,4,Hazaribagh,222038,2019-Q4
Jharkhand,2019,4,Giridih,175648,2019-Q4
Jharkhand,2019,4,Deoghar,155132,2019-Q4
Jharkhand,2019,4,Palamu,141817,2019-Q4
Jharkhand,2019,4,Ramgarh,134423,2019-Q4
Jharkhand,2019,4,Saraikela Kharsawan,112827,2019-Q4
Jharkhand,2020,1,Ranchi,602664,2020-Q1
Jharkhand,2020,1,Dhanbad,479075,2020-Q1
Jharkhand,2020,1,East Singhbhum,398663,2020-Q1
Jharkhand,2020,1,Bokaro,352220,2020-Q1
Jharkhand,2020,1,Hazaribagh,248710,2020-Q1
Jharkhand,2020,1,Giridih,195939,2020-Q1
Jharkhand,2020,1,Deoghar,179746,2020-Q1
Jharkhand,2020,1,Palamu,161215,2020-Q1
Jharkhand,2020,1,Ramgarh,149467,2020-Q1
Jharkhand,2020,1,Saraikela Kharsawan,124479,2020-Q1
Jharkhand,2020,2,Ranchi,658759,2020-Q2
Jharkhand,2020,2,Dhanbad,519732,2020-Q2
Jharkhand,2020,2,East Singhbhum,434360,2020-Q2
Jharkhand,2020,2,Bokaro,380895,2020-Q2
Jharkhand,2020,2,Hazaribagh,276976,2020-Q2
Jharkhand,2020,2,Giridih,220721,2020-Q2
Jharkhand,2020,2,Deoghar,210740,2020-Q2
Jharkhand,2020,2,Palamu,183579,2020-Q2
Jharkhand,2020,2,Ramgarh,165378,2020-Q2
Jharkhand,2020,2,Saraikela Kharsawan,136923,2020-Q2
Jharkhand,2020,3,Ranchi,722352,2020-Q3
Jharkhand,2020,3,Dhanbad,564484,2020-Q3
Jharkhand,2020,3,East Singhbhum,476881,2020-Q3
Jharkhand,2020,3,Bokaro,412560,2020-Q3
Jharkhand,2020,3,Hazaribagh,306623,2020-Q3
Jharkhand,2020,3,Giridih,242810,2020-Q3
Jharkhand,2020,3,Deoghar,238221,2020-Q3
Jharkhand,2020,3,Palamu,204809,2020-Q3
Jharkhand,2020,3,Ramgarh,182149,2020-Q3
Jharkhand,2020,3,Saraikela Kharsawan,150480,2020-Q3
Jharkhand,2020,4,Ranchi,791146,2020-Q4
Jharkhand,2020,4,Dhanbad,614521,2020-Q4
Jharkhand,2020,4,East Singhbhum,520692,2020-Q4
Jharkhand,2020,4,Bokaro,446968,2020-Q4
Jharkhand,2020,4,Hazaribagh,337622,2020-Q4
Jharkhand,2020,4,Giridih,266388,2020-Q4
Jharkhand,2020,4,Deoghar,261144,2020-Q4
Jharkhand,2020,4,Palamu,227735,2020-Q4
Jharkhand,2020,4,Ramgarh,199908,2020-Q4
Jharkhand,2020,4,Saraikela Kharsawan,165120,2020-Q4
Jharkhand,2021,1,Ranchi,853943,2021-Q1
Jharkhand,2021,1,Dhanbad,661077,2021-Q1
Jharkhand,2021,1,East Singhbhum,560083,2021-Q1
Jharkhand,2021,1,Bokaro,480036,2021-Q1
Jharkhand,2021,1,Hazaribagh,366460,2021-Q1
Jharkhand,2021,1,Giridih,288800,2021-Q1
Jharkhand,2021,1,Deoghar,281799,2021-Q1
Jharkhand,2021,1,Palamu,247954,2021-Q1
Jharkhand,2021,1,Ramgarh,216188,2021-Q1
Jharkhand,2021,1,Saraikela Kharsawan,177952,2021-Q1
Jharkhand,2021,2,Ranchi,913972,2021-Q2
Jharkhand,2021,2,Dhanbad,707255,2021-Q2
Jharkhand,2021,2,East Singhbhum,598988,2021-Q2
Jharkhand,2021,2,Bokaro,513303,2021-Q2
Jharkhand,2021,2,Hazaribagh,393223,2021-Q2
Jharkhand,2021,2,Giridih,311161,2021-Q2
Jharkhand,2021,2,Deoghar,302724,2021-Q2
Jharkhand,2021,2,Palamu,267081,2021-Q2
Jharkhand,2021,2,Ramgarh,231819,2021-Q2
Jharkhand,2021,2,Saraikela Kharsawan,190784,2021-Q2
Jharkhand,2021,3,Ranchi,982147,2021-Q3
Jharkhand,2021,3,Dhanbad,759888,2021-Q3
Jharkhand,2021,3,East Singhbhum,642805,2021-Q3
Jharkhand,2021,3,Bokaro,551517,2021-Q3
Jharkhand,2021,3,Hazaribagh,424328,2021-Q3
Jharkhand,2021,3,Giridih,337529,2021-Q3
Jharkhand,2021,3,Deoghar,327586,2021-Q3
Jharkhand,2021,3,Palamu,289617,2021-Q3
Jharkhand,2021,3,Ramgarh,250016,2021-Q3
Jharkhand,2021,3,Saraikela Kharsawan,205625,2021-Q3
Jharkhand,2021,4,Ranchi,1050479,2021-Q4
Jharkhand,2021,4,Dhanbad,812467,2021-Q4
Jharkhand,2021,4,East Singhbhum,686766,2021-Q4
Jharkhand,2021,4,Bokaro,589361,2021-Q4
Jharkhand,2021,4,Hazaribagh,455411,2021-Q4
Jharkhand,2021,4,Giridih,362829,2021-Q4
Jharkhand,2021,4,Deoghar,351728,2021-Q4
Jharkhand,2021,4,Palamu,311702,2021-Q4
Jharkhand,2021,4,Ramgarh,267710,2021-Q4
Jharkhand,2021,4,Saraikela Kharsawan,220378,2021-Q4
Jharkhand,2022,1,Ranchi,1115386,2022-Q1
Jharkhand,2022,1,Dhanbad,862955,2022-Q1
Jharkhand,2022,1,East Singhbhum,728043,2022-Q1
Jharkhand,2022,1,Bokaro,626182,2022-Q1
Jharkhand,2022,1,Hazaribagh,485388,2022-Q1
Jharkhand,2022,1,Giridih,387949,2022-Q1
Jharkhand,2022,1,Deoghar,375345,2022-Q1
Jharkhand,2022,1,Palamu,333409,2022-Q1
Jharkhand,2022,1,Ramgarh,284993,2022-Q1
Jharkhand,2022,1,Saraikela Kharsawan,234284,2022-Q1
Jharkhand,2022,2,Ranchi,1176707,2022-Q2
Jharkhand,2022,2,Dhanbad,910885,2022-Q2
Jharkhand,2022,2,East Singhbhum,767451,2022-Q2
Jharkhand,2022,2,Bokaro,661123,2022-Q2
Jharkhand,2022,2,Hazaribagh,513316,2022-Q2
Jharkhand,2022,2,Giridih,411014,2022-Q2
Jharkhand,2022,2,Deoghar,397542,2022-Q2
Jharkhand,2022,2,Palamu,353653,2022-Q2
Jharkhand,2022,2,Ramgarh,301481,2022-Q2
Jharkhand,2022,2,Saraikela Kharsawan,247346,2022-Q2
Jharkhand,2022,3,Ranchi,1240013,2022-Q3
Jharkhand,2022,3,Dhanbad,961257,2022-Q3
Jharkhand,2022,3,East Singhbhum,808077,2022-Q3
Jharkhand,2022,3,Bokaro,697249,2022-Q3
Jharkhand,2022,3,Hazaribagh,542145,2022-Q3
Jharkhand,2022,3,Giridih,434250,2022-Q3
Jharkhand,2022,3,Deoghar,420404,2022-Q3
Jharkhand,2022,3,Palamu,374369,2022-Q3
Jharkhand,2022,3,Ramgarh,318524,2022-Q3
Jharkhand,2022,3,Saraikela Kharsawan,260605,2022-Q3
Jharkhand,2022,4,Ranchi,1301412,2022-Q4
Jharkhand,2022,4,Dhanbad,1009397,2022-Q4
Jharkhand,2022,4,East Singhbhum,847360,2022-Q4
Jharkhand,2022,4,Bokaro,731714,2022-Q4
Jharkhand,2022,4,Hazaribagh,569551,2022-Q4
Jharkhand,2022,4,Giridih,454873,2022-Q4
Jharkhand,2022,4,Deoghar,441349,2022-Q4
Jharkhand,2022,4,Palamu,393187,2022-Q4
Jharkhand,2022,4,Ramgarh,334310,2022-Q4
Jharkhand,2022,4,Saraikela Kharsawan,272780,2022-Q4
Karnataka,2018,1,Bengaluru Urban,1922368,2018-Q1
Karnataka,2018,1,Mysuru,150799,2018-Q1
Karnataka,2018,1,Belagavi,140320,2018-Q1
Karnataka,2018,1,Dharwad,106877,2018-Q1
Karnataka,2018,1,Ballari,103566,2018-Q1
Karnataka,2018,1,Bengaluru Rural,87955,2018-Q1
Karnataka,2018,1,Dakshina Kannada,87491,2018-Q1
Karnataka,2018,1,Tumakuru,82955,2018-Q1
Karnataka,2018,1,Kalaburagi,81933,2018-Q1
Karnataka,2018,1,Vijayapura,68814,2018-Q1
Karnataka,2018,2,Bengaluru Urban,2553312,2018-Q2
Karnataka,2018,2,Mysuru,205044,2018-Q2
Karnataka,2018,2,Belagavi,194698,2018-Q2
Karnataka,2018,2,Dharwad,144884,2018-Q2
Karnataka,2018,2,Ballari,140995,2018-Q2
Karnataka,2018,2,Bengaluru Rural,121048,2018-Q2
Karnataka,2018,2,Dakshina Kannada,118271,2018-Q2
Karnataka,2018,2,Tumakuru,116855,2018-Q2
Karnataka,2018,2,Kalaburagi,113205,2018-Q2
Karnataka,2018,2,Vijayapura,95448,2018-Q2
Karnataka,2018,3,Bengaluru Urban,3167597,2018-Q3
Karnataka,2018,3,Mysuru,262075,2018-Q3
Karnataka,2018,3,Belagavi,252307,2018-Q3
Karnataka,2018,3,Dharwad,181324,2018-Q3
Karnataka,2018,3,Ballari,177311,2018-Q3
Karnataka,2018,3,Bengaluru Rural,156268,2018-Q3
Karnataka,2018,3,Tumakuru,154217,2018-Q3
Karnataka,2018,3,Dakshina Kannada,153231,2018-Q3
Karnataka,2018,3,Kalaburagi,145495,2018-Q3
Karnataka,2018,3,Vijayapura,124561,2018-Q3
Karnataka,2018,4,Bengaluru Urban,4126734,2018-Q4
Karnataka,2018,4,Mysuru,341636,2018-Q4
Karnataka,2018,4,Belagavi,328102,2018-Q4
Karnataka,2018,4,Dharwad,230679,2018-Q4
Karnataka,2018,4,Ballari,226336,2018-Q4
Karnataka,2018,4,Bengaluru Rural,209778,2018-Q4
Karnataka,2018,4,Tumakuru,203805,2018-Q4
Karnataka,2018,4,Dakshina Kannada,202453,2018-Q4
Karnataka,2018,4,Kalaburagi,186668,2018-Q4
Karnataka,2018,4,Vijayapura,160346,2018-Q4
Karnataka,2019,1,Bengaluru Urban,5003207,2019-Q1
Karnataka,2019,1,Mysuru,432208,2019-Q1
Karnataka,2019,1,Belagavi,412265,2019-Q1
Karnataka,2019,1,Dharwad,287568,2019-Q1
Karnataka,2019,1,Ballari,281648,2019-Q1
Karnataka,2019,1,Bengaluru Rural,267147,2019-Q1
Karnataka,2019,1,Tumakuru,258398,2019-Q1
Karnataka,2019,1,Dakshina Kannada,254135,2019-Q1
Karnataka,2019,1,Kalaburagi,230020,2019-Q1
Karnataka,2019,1,Kolar,201909,2019-Q1
